source,target,relationship
product_B07P6LC9KF,accessory_charger,INCLUDES_ACCESSORY
product_B07P6LC9KF,accessory_quick_start_guide,INCLUDES_ACCESSORY
product_B097BYW2NK,accessory_adapter,INCLUDES_ACCESSORY
product_B097BYW2NK,accessory_usb_cable,INCLUDES_ACCESSORY
product_B001GIPO9M,accessory_handsfree,INCLUDES_ACCESSORY
product_B001GIPO9M,accessory_adapter,INCLUDES_ACCESSORY
product_B001GIPO9M,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0725S47VQ,accessory_wall_charger,INCLUDES_ACCESSORY
product_B0725S47VQ,accessory_service_guide,INCLUDES_ACCESSORY
product_B0725S47VQ,accessory_instruction_manual,INCLUDES_ACCESSORY
product_B097G35FTC,accessory_adapter,INCLUDES_ACCESSORY
product_B076K321NN,accessory_usb_cable,INCLUDES_ACCESSORY
product_B00LA7IH7U,accessory_video_recorder,INCLUDES_ACCESSORY
product_B00LA7IH7U,accessory_camera,INCLUDES_ACCESSORY
product_B08JQKJF93,accessory_stylus,INCLUDES_ACCESSORY
product_B001QFU4WC,accessory_menthol_10,INCLUDES_ACCESSORY
product_B097MZF398,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08T1WZFN7,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0021L9FRU,accessory_video_recorder,INCLUDES_ACCESSORY
product_B0021L9FRU,accessory_camera,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_phone_x1,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_usb_cable_x1,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_charger_x1,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_cue_card_x1,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_user_manual_x1,INCLUDES_ACCESSORY
product_B09KRY84FG,accessory_protect_case_x1,INCLUDES_ACCESSORY
product_B0BQHR1V6D,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09PPWVQSB,accessory_travel_adapter,INCLUDES_ACCESSORY
product_B09PPWVQSB,accessory_data_cable,INCLUDES_ACCESSORY
product_B09PPWVQSB,accessory_ejection_pin,INCLUDES_ACCESSORY
product_B071RFBN8M,accessory_kkk,INCLUDES_ACCESSORY
product_B08QZFHPHK,accessory_adapter,INCLUDES_ACCESSORY
product_B08QZFHPHK,accessory_usb_cable,INCLUDES_ACCESSORY
product_B078NJ5W3N,accessory_video_recorder,INCLUDES_ACCESSORY
product_B078NJ5W3N,accessory_camera,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_data_cable,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_protective_cover,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_user_manual,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_handset,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_battery,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_charger,INCLUDES_ACCESSORY
product_B01N533TXR,accessory_1_screen_protector,INCLUDES_ACCESSORY
product_B00ACMCARM,accessory_earphone,INCLUDES_ACCESSORY
product_B00ACMCARM,accessory_adapter,INCLUDES_ACCESSORY
product_B005EHFBE4,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09LPBQBPT,accessory_lightning_to_usb_cable,INCLUDES_ACCESSORY
product_B09LPBQBPT,accessory_adapter,INCLUDES_ACCESSORY
product_B09LPBQBPT,accessory_iphone,INCLUDES_ACCESSORY
product_B08GMBCM5V,accessory_sim_tray_ejector,INCLUDES_ACCESSORY
product_B0BQYFJ9VM,accessory_adapter,INCLUDES_ACCESSORY
product_B0BQYFJ9VM,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08HJZ35RR,accessory_video_recorder,INCLUDES_ACCESSORY
product_B08HJZ35RR,accessory_camera,INCLUDES_ACCESSORY
product_B0B783YH4L,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07NQQRY61,accessory_headphones,INCLUDES_ACCESSORY
product_B07NQQRY61,accessory_screen_protect,INCLUDES_ACCESSORY
product_B07NQQRY61,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08J4JPN7J,accessory_sim,INCLUDES_ACCESSORY
product_B08J4JPN7J,accessory_charger,INCLUDES_ACCESSORY
product_B08FYLJK6B,accessory_video_recorder,INCLUDES_ACCESSORY
product_B08FYLJK6B,accessory_camera,INCLUDES_ACCESSORY
product_B07PK19RBL,accessory_user_manual,INCLUDES_ACCESSORY
product_B07PK19RBL,accessory_sim_tray,INCLUDES_ACCESSORY
product_B07PK19RBL,accessory_type_c_cable,INCLUDES_ACCESSORY
product_B0BPP8QTTR,accessory_us_charger,INCLUDES_ACCESSORY
product_B0BPP8QTTR,accessory_tempered_glass_screen_protector,INCLUDES_ACCESSORY
product_B0BPP8QTTR,accessory_armor_x10_rugged_phone,INCLUDES_ACCESSORY
product_B0BPP8QTTR,accessory_data_cable,INCLUDES_ACCESSORY
product_B0BPP8QTTR,accessory_sim_needle_1x_sling,INCLUDES_ACCESSORY
product_B0046REOM8,accessory_video_recorder,INCLUDES_ACCESSORY
product_B0046REOM8,accessory_camera,INCLUDES_ACCESSORY
product_B0BT9W9WR7,accessory_1_x_card_slot_opener_1_x_manual_1_x_warranty_card,INCLUDES_ACCESSORY
product_B0BT9W9WR7,accessory_1_x_antiexplosion_filmpreapplied,INCLUDES_ACCESSORY
product_B0BT9W9WR7,accessory_1_x_typec_to_typec_cable,INCLUDES_ACCESSORY
product_B0BT9W9WR7,accessory_1_x_doogee_s89_rugged_phone,INCLUDES_ACCESSORY
product_B0BT9W9WR7,accessory_1_x_charger_11v3a,INCLUDES_ACCESSORY
product_B09352C4XY,accessory_qsg,INCLUDES_ACCESSORY
product_B09352C4XY,accessory_sim_tray_ejector,INCLUDES_ACCESSORY
product_B0899WW4VK,accessory_usbcable,INCLUDES_ACCESSORY
product_B07MC98SJZ,accessory_battery,INCLUDES_ACCESSORY
product_B07MC98SJZ,accessory_charger,INCLUDES_ACCESSORY
product_B07MC98SJZ,accessory_handsfree,INCLUDES_ACCESSORY
product_B07MC98SJZ,accessory_desk_top_charger,INCLUDES_ACCESSORY
product_B07MC98SJZ,accessory_screw_driver,INCLUDES_ACCESSORY
product_B0BWTWDVM4,accessory_data_cable,INCLUDES_ACCESSORY
product_B0BWTWDVM4,accessory_cling,INCLUDES_ACCESSORY
product_B0BWTWDVM4,accessory_std_battery,INCLUDES_ACCESSORY
product_B09PY7YHX7,accessory_adapter,INCLUDES_ACCESSORY
product_B003YDNMOG,accessory_charger,INCLUDES_ACCESSORY
product_B08FF3XMXR,accessory_adapter,INCLUDES_ACCESSORY
product_B08FF3XMXR,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07M9JCLKQ,accessory_usb_c_cable,INCLUDES_ACCESSORY
product_B07M9JCLKQ,accessory_usb_c_earphones,INCLUDES_ACCESSORY
product_B08R5FFDGY,accessory_sim_tray_ejector,INCLUDES_ACCESSORY
product_B00I3YQIUG,accessory_headphones,INCLUDES_ACCESSORY
product_B00I3YQIUG,accessory_screen_protect,INCLUDES_ACCESSORY
product_B00I3YQIUG,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07RYBGNDQ,accessory_adapter,INCLUDES_ACCESSORY
product_B07RYBGNDQ,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0BHMNC211,accessory_doogee_s96gt_rugged_smartphone,INCLUDES_ACCESSORY
product_B0B2ZHVWYW,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09VB698H9,accessory_fast_car_charger,INCLUDES_ACCESSORY
product_B09VB698H9,accessory_adapter,INCLUDES_ACCESSORY
product_B09VB698H9,accessory_usb_typec_cable,INCLUDES_ACCESSORY
product_B09VB698H9,accessory_phone_case,INCLUDES_ACCESSORY
product_B07JQT1X3P,accessory_charger,INCLUDES_ACCESSORY
product_B07JQT1X3P,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07DN5Y2W2,accessory_earphone,INCLUDES_ACCESSORY
product_B07DN5Y2W2,accessory_adapter,INCLUDES_ACCESSORY
product_B07DN5Y2W2,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08BFMH5GZ,accessory_charging_cable_and_block,INCLUDES_ACCESSORY
product_B08LVQFPJP,accessory_adapter,INCLUDES_ACCESSORY
product_B084DCHX1N,accessory_charger_and_quick_guide,INCLUDES_ACCESSORY
product_B0BWMNYGJM,accessory_charge_adapter,INCLUDES_ACCESSORY
product_B0BWMNYGJM,accessory_type_c_cable,INCLUDES_ACCESSORY
product_B0BFCL244S,accessory_sim_tray_ejector,INCLUDES_ACCESSORY
product_B0BFCL244S,accessory_otg_dongle,INCLUDES_ACCESSORY
product_B07PFGF4LD,accessory_adapter,INCLUDES_ACCESSORY
product_B07PFGF4LD,accessory_phone_case,INCLUDES_ACCESSORY
product_B07PFGF4LD,accessory_usb_cable,INCLUDES_ACCESSORY
product_B00AA6WVBU,accessory_micro_usb_cable,INCLUDES_ACCESSORY
product_B00AA6WVBU,accessory_wall_charger,INCLUDES_ACCESSORY
product_B00AA6WVBU,accessory_quick_start_guide,INCLUDES_ACCESSORY
product_B07VFVPH9W,accessory_video_recorder,INCLUDES_ACCESSORY
product_B07VFVPH9W,accessory_camera,INCLUDES_ACCESSORY
product_B08XRDVWQ2,accessory_device_quick_guide_charger,INCLUDES_ACCESSORY
product_B06ZYK24SV,accessory_headphones,INCLUDES_ACCESSORY
product_B06ZYK24SV,accessory_manual,INCLUDES_ACCESSORY
product_B06ZYK24SV,accessory_screen_protector,INCLUDES_ACCESSORY
product_B001493UOY,accessory_user_manual,INCLUDES_ACCESSORY
product_B001493UOY,accessory_wall_charger,INCLUDES_ACCESSORY
product_B001493UOY,accessory_cell_phone,INCLUDES_ACCESSORY
product_B09LP9P1FM,accessory_lightning_to_usb_cable,INCLUDES_ACCESSORY
product_B09LP9P1FM,accessory_adapter,INCLUDES_ACCESSORY
product_B09LP9P1FM,accessory_iphone,INCLUDES_ACCESSORY
product_B0BC3GSJJG,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09V2RSWBW,accessory_phone_case,INCLUDES_ACCESSORY
product_B09RVDVM47,accessory_adapter,INCLUDES_ACCESSORY
product_B01C2FW2GU,accessory_iridium_extreme_satellite_phonerechargeable_liion_batteryac_travel_chargerinternational_plug_kitdc_car_chargerportable_auxiliary_magnetic_vehicle_mount_antenna_with_15m_cableleather_holsterusbmini_cablehandsfree_headsetadapter_for_usb_and_poweradapter_for_usb,INCLUDES_ACCESSORY
product_B01C2FW2GU,accessory_power,INCLUDES_ACCESSORY
product_B01C2FW2GU,accessory_and_external_antenna_with_tnc_connectorminiusb_data_portdata_cdromuser_guidequick_start_guide,INCLUDES_ACCESSORY
product_B017ENK2DU,accessory_handsetchargeruser_manual,INCLUDES_ACCESSORY
product_B089P37K6X,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0B6153ZY2,accessory_phone_case,INCLUDES_ACCESSORY
product_B0B6153ZY2,accessory_screen_protector,INCLUDES_ACCESSORY
product_B0B6153ZY2,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09B1NP1CH,accessory_1_a7_senior_phone,INCLUDES_ACCESSORY
product_B09B1NP1CH,accessory_1_charging_dock,INCLUDES_ACCESSORY
product_B09B1NP1CH,accessory_1_usb_cable,INCLUDES_ACCESSORY
product_B09B1NP1CH,accessory_1_us_standard_charger,INCLUDES_ACCESSORY
product_B09B1NP1CH,accessory_1_battery,INCLUDES_ACCESSORY
product_B08KSJLN31,accessory_usb_charging_cable,INCLUDES_ACCESSORY
product_B08KSJLN31,accessory_usb_charger_block,INCLUDES_ACCESSORY
product_B0B529LWQ3,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08TDT5ZJD,accessory_iphone,INCLUDES_ACCESSORY
product_B08TDT5ZJD,accessory_lightning_to_usb_cable,INCLUDES_ACCESSORY
product_B08TDT5ZJD,accessory_adapter,INCLUDES_ACCESSORY
product_B09WYN3TK7,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08HJHP6Y6,accessory_charger,INCLUDES_ACCESSORY
product_B0BHCZ2WFK,accessory_cell_phone,INCLUDES_ACCESSORY
product_B0BHCZ2WFK,accessory_charger,INCLUDES_ACCESSORY
product_B0BHCZ2WFK,accessory_use_manual,INCLUDES_ACCESSORY
product_B08C5K14K3,accessory_adapter,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_travel_adapter,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_data_cable,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_ejection_pin,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_quick_reference_manual,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_terms_condtions,INCLUDES_ACCESSORY
product_B08HK13HGH,accessory_health_safety_guide,INCLUDES_ACCESSORY
product_B07RZ42MSZ,accessory_safety_information,INCLUDES_ACCESSORY
product_B07RZ42MSZ,accessory_ca_232cd_data_cable,INCLUDES_ACCESSORY
product_B07RZ42MSZ,accessory_20,INCLUDES_ACCESSORY
product_B077Y2HK5Y,accessory_wall_charger,INCLUDES_ACCESSORY
product_B077Y2HK5Y,accessory_service_guide,INCLUDES_ACCESSORY
product_B077Y2HK5Y,accessory_instruction_manual,INCLUDES_ACCESSORY
product_B007WN48LA,accessory_video_recorder,INCLUDES_ACCESSORY
product_B007WN48LA,accessory_camera,INCLUDES_ACCESSORY
product_B07MBJJHK6,accessory_adapter,INCLUDES_ACCESSORY
product_B07MBJJHK6,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08KFFTRZH,accessory_headphones,INCLUDES_ACCESSORY
product_B08KFFTRZH,accessory_manual,INCLUDES_ACCESSORY
product_B08KFFTRZH,accessory_screen_protector,INCLUDES_ACCESSORY
product_B077F17R8H,accessory_handsfree,INCLUDES_ACCESSORY
product_B077F17R8H,accessory_adapter,INCLUDES_ACCESSORY
product_B077F17R8H,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08KY7QSZL,accessory_charger,INCLUDES_ACCESSORY
product_B08KY7QSZL,accessory_manual,INCLUDES_ACCESSORY
product_B073WWKM76,accessory_charger,INCLUDES_ACCESSORY
product_B071W62WGJ,accessory_video_recorder,INCLUDES_ACCESSORY
product_B071W62WGJ,accessory_camera,INCLUDES_ACCESSORY
product_B08YFJVW99,accessory_adapter,INCLUDES_ACCESSORY
product_B004PSSODS,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0BHNHQGD7,accessory_adapter,INCLUDES_ACCESSORY
product_B08HYPFZQL,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07L3C6D5G,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09N14BR22,accessory_adapter,INCLUDES_ACCESSORY
product_B0B7BYV6NF,accessory_inc,INCLUDES_ACCESSORY
product_B09SZRGR28,accessory_sim_tray_ejector,INCLUDES_ACCESSORY
product_B09SZRGR28,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09N83X1ZN,accessory_charger,INCLUDES_ACCESSORY
product_B09N83X1ZN,accessory_phone_case,INCLUDES_ACCESSORY
product_B0BNVP59C2,accessory_adapter,INCLUDES_ACCESSORY
product_B07CFM5QRJ,accessory_usb_c_cable,INCLUDES_ACCESSORY
product_B07CFM5QRJ,accessory_adapter,INCLUDES_ACCESSORY
product_B07Y1B4NH6,accessory_phone_case,INCLUDES_ACCESSORY
product_B008HTCEYQ,accessory_headphones,INCLUDES_ACCESSORY
product_B008HTCEYQ,accessory_stereo_headset,INCLUDES_ACCESSORY
product_B008HTCEYQ,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0739VDLKH,accessory_sim_pin,INCLUDES_ACCESSORY
product_B0739VDLKH,accessory_qsg,INCLUDES_ACCESSORY
product_B0739VDLKH,accessory_psi,INCLUDES_ACCESSORY
product_B072MZ7LYG,accessory_adapter,INCLUDES_ACCESSORY
product_B072MZ7LYG,accessory_screen_protector,INCLUDES_ACCESSORY
product_B072MZ7LYG,accessory_phone_case,INCLUDES_ACCESSORY
product_B0721TQ8VD,accessory_quick_guide,INCLUDES_ACCESSORY
product_B0721TQ8VD,accessory_charger,INCLUDES_ACCESSORY
product_B0B6PV17MC,accessory_kickstand,INCLUDES_ACCESSORY
product_B00CQ98C1C,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07XVNX6FM,accessory_usb_cable,INCLUDES_ACCESSORY
product_B09GPWHBKX,accessory_adapter,INCLUDES_ACCESSORY
product_B09Q9896N9,accessory_adapter,INCLUDES_ACCESSORY
product_B08DDHKLVN,accessory_accessories,INCLUDES_ACCESSORY
product_B08WCTYSDF,accessory_usb_cable,INCLUDES_ACCESSORY
product_B01N6NTIRH,accessory_charger,INCLUDES_ACCESSORY
product_B01N6NTIRH,accessory_quick_start_guide,INCLUDES_ACCESSORY
product_B000W88J4Y,accessory_video_recorder,INCLUDES_ACCESSORY
product_B000W88J4Y,accessory_camera,INCLUDES_ACCESSORY
product_B07V4FWGBH,accessory_charger,INCLUDES_ACCESSORY
product_B07V4FWGBH,accessory_360_camera_mod,INCLUDES_ACCESSORY
product_B09R6YM592,accessory_earphone,INCLUDES_ACCESSORY
product_B07NSB9ZTZ,accessory_usb_cable,INCLUDES_ACCESSORY
product_B01MTOJ0YY,accessory_video_recorder,INCLUDES_ACCESSORY
product_B01MTOJ0YY,accessory_camera,INCLUDES_ACCESSORY
product_B0BRTYD5J2,accessory_power_adapter,INCLUDES_ACCESSORY
product_B09JJCXC2M,accessory_adapter,INCLUDES_ACCESSORY
product_B09JJCXC2M,accessory_usb_cable,INCLUDES_ACCESSORY
product_B001HX36D2,accessory_750mah_lithium_polymer_battery,INCLUDES_ACCESSORY
product_B000SFK3HC,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08FRNCQHQ,accessory_usb_cable,INCLUDES_ACCESSORY
product_B0867LVPRN,accessory_charger,INCLUDES_ACCESSORY
product_B08HRHB622,accessory_adapter,INCLUDES_ACCESSORY
product_B08MV9MRLN,accessory_adapter_usb_cable,INCLUDES_ACCESSORY
product_B01KYAUSQG,accessory_phone_case,INCLUDES_ACCESSORY
product_B09X5QKT1C,accessory_adapter,INCLUDES_ACCESSORY
product_B07XPFZQY8,accessory_phone_cover,INCLUDES_ACCESSORY
product_B07XPFZQY8,accessory_type_c_cdma_earphones,INCLUDES_ACCESSORY
product_B00D64S0YU,accessory_video_recorder,INCLUDES_ACCESSORY
product_B00D64S0YU,accessory_camera,INCLUDES_ACCESSORY
product_B003Y86OIC,accessory_adapter,INCLUDES_ACCESSORY
product_B09963SWCY,accessory_earphone,INCLUDES_ACCESSORY
product_B09963SWCY,accessory_adapter,INCLUDES_ACCESSORY
product_B09963SWCY,accessory_usb_cable,INCLUDES_ACCESSORY
product_B07TRPH8SD,accessory_adapter,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_wall_adapter,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_charging_cable,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_headphones,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_manual,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_battery,INCLUDES_ACCESSORY
product_B073J2RWLS,accessory_1_year_us,INCLUDES_ACCESSORY
product_B00G0LTYAU,accessory_earphone,INCLUDES_ACCESSORY
product_B00G0LTYAU,accessory_adapter,INCLUDES_ACCESSORY
product_B00G0LTYAU,accessory_usb_cable,INCLUDES_ACCESSORY
product_B08PFGPGRM,accessory_adapter,INCLUDES_ACCESSORY
product_B00LPQ94BY,accessory_headphones,INCLUDES_ACCESSORY
product_B00LPQ94BY,accessory_manual,INCLUDES_ACCESSORY
product_B00LPQ94BY,accessory_screen_protector,INCLUDES_ACCESSORY
product_B07XYKK71P,accessory_usb_cable,INCLUDES_ACCESSORY
product_B088X48S7L,accessory_handset_cling,INCLUDES_ACCESSORY
product_B088X48S7L,accessory_travel_adapter,INCLUDES_ACCESSORY
product_B088X48S7L,accessory_data_cable,INCLUDES_ACCESSORY
product_B088X48S7L,accessory_ejection_pin,INCLUDES_ACCESSORY
product_B088X48S7L,accessory_quick_reference_manual,INCLUDES_ACCESSORY
