user_id,product_id,action
U16,B079RNF1J9,purchase
U16,B0BNN975DN,purchase
U16,B01DQ4Y6FQ,purchase
U16,B01KHS3I3K,view
U16,B01M74LM4W,view
U16,B01KKWHLJU,purchase
U16,B07FJPGXKV,view
U16,B00M4ZMWJQ,purchase
U16,B08V1MZ1GK,view
U16,B00PSTRGS2,view
U16,B00829E12E,purchase
U17,B076DCP5CW,purchase
U17,B08G13TDSR,view
U17,B00ZD1S20Q,purchase
U17,B08MZG14P3,purchase
U17,B000QJ4Y5W,purchase
U18,B01J67XPYU,view
U18,B07X2PQD7H,view
U18,B079K346ZL,view
U18,B09CPM3LSM,purchase
U18,B07PFR9994,view
U18,B08H83DFPB,purchase
U18,B07CWR196G,purchase
U18,B08B9LRSPK,purchase
U18,B09J8PR9L2,view
U18,B0757KR6RR,view
U18,B07X5NC23F,view
U18,B08SHHFBBM,view
U18,B01D30T0W2,view
U18,B007FH716W,purchase
U18,B0C6FK4YC4,purchase
U18,B0BLMWQBZL,purchase
U18,B019EEGNHG,purchase
U18,B011PAW6M8,purchase
U19,B08HVHF29H,purchase
U19,B0B2VM8JQM,view
U19,B00N4HZ9JI,view
U19,B0BG55JCJK,purchase
U19,B09FJQQ6XN,view
U20,B08LKD7P8H,view
U20,B01KW12CNE,view
U20,B0918721TN,purchase
U20,B00MAWQU14,purchase
U20,B09ZYCLL28,view
U20,B09FGPYPQZ,purchase
U20,B08LDGXN92,view
U20,B07V2HBTCD,purchase
U20,B08WZ8GVLR,view
U20,B0B5M73YKC,purchase
U20,B0BL2CV33Z,purchase
U20,B01DGKKB86,purchase
U20,B07SN3CXHD,view
U20,B09997MP9G,view
U20,B07JX5Y4S3,view
U20,B00VXXRLVY,purchase
U20,B07GXFN7D3,purchase
U21,B09WYQCDJF,view
U21,B01M5CL2KM,purchase
U21,B09HPPL95L,view
U21,B09THZ2NK7,purchase
U21,B07XY7XG5N,view
U21,B073VF2Y9S,view
U21,B0C1TZ6YHW,purchase
U22,B08GHHDRZ4,purchase
U22,B07TXGNJCF,view
U22,B00RIHOZHM,view
U22,B0BB7CX7CC,view
U22,B0BK8SD522,view
U22,B07L53B863,view
U22,B0BMVDWLHN,view
U22,B07VY1D625,purchase
U22,B00NX0LVRK,view
U22,B07GHHGXLK,purchase
U22,B00Z7SMXFU,view
U22,B084NW9613,view
U22,B011W60E6K,view
U22,B00KMRSM0Q,purchase
U22,B09NFDQ9GB,view
U22,B00LLKEZ2M,purchase
U22,B009OWOFP6,purchase
U23,B07XGLNQ27,purchase
U23,B000RW7IBK,purchase
U23,B01FJ7X5X2,view
U23,B09NJPR8HR,view
U23,B07K15PGYV,purchase
U23,B09Y5PMBV8,view
U23,B07W7YRKGM,purchase
U23,B07H6LB4J4,purchase
U23,B01I48LWN8,purchase
U23,B07H3NNV5L,view
U23,B00Z7SAAGE,purchase
U23,B0C786CPSM,view
U23,B0BGBZF5D9,purchase
U24,B0CDWTX9DS,purchase
U24,B08L5CCNM6,purchase
U24,B0BFCLTPJ8,purchase
U24,B01F1V118C,purchase
U24,B0C6PDMDTP,view
U24,B074HCYHS3,view
U24,B07R3TP5GG,purchase
U24,B07G7299DM,purchase
U24,B0B9RZBDWC,view
U24,B0BLGYMQB1,purchase
U24,B00FA1XVN2,view
U24,B08LYYW162,purchase
U24,B0BK8Z77CL,view
U24,B0C2H5DZM3,purchase
U24,B08MZHNRP8,view
U24,B07N9F6PYK,view
U24,B07H3NNV5L,view
U25,B082N5P5G3,purchase
U25,B08L71QLBV,view
U25,B0B4RSYWBH,purchase
U25,B08BP7QRM2,view
U25,B0BGM5CVZY,view
U25,B0B1P15BQ2,view
U25,B00NXF69P4,view
U26,B07J4R4RWC,view
U26,B01EF8H8U2,view
U26,B07M6Z86PG,purchase
U26,B0BZ3ZF18C,view
U26,B0B69HJPCD,purchase
U26,B071Z8Q7BT,view
U26,B09QBTSXDN,purchase
U26,B0B6HR5X9R,view
U26,B07FX2ZFL9,purchase
U26,B0B76PWLXQ,purchase
U26,B08B4QH5VL,purchase
U26,B0BG4HH3N4,view
U26,B0B42MRWGD,purchase
U26,B00IRQPG44,view
U27,B08F78KC1P,view
U27,B07BR5GK15,purchase
U27,B09XDQZ848,view
U27,B00PXFIKXQ,view
U27,B0137CTNGO,view
U27,B081JD4WLZ,purchase
U27,B07KLVDJ8G,purchase
U27,B0BM8N13FM,purchase
U27,B07F6GK26M,purchase
U27,B06XRQ458W,view
U27,B075WWQBR6,purchase
U28,B01LBQ0X44,purchase
U28,B0BWRGJFRN,view
U28,B083FKWM7C,view
U28,B07V3TL48P,purchase
U28,B0BF17XVMV,view
U28,B0B9BKTK6S,purchase
U28,B09DZYWH4K,view
U28,B08PHG9741,purchase
U28,B07L3N1FWV,view
U28,B01GOE97WM,purchase
U28,B01F44VPL4,purchase
U28,B00EL93SLE,view
U28,B07CWJMFHS,purchase
U28,B09PYL9VY4,purchase
U28,B012YUJJM8,view
U29,B07TN425V9,purchase
U29,B07FXGX5S5,purchase
U29,B095S3ZMZS,view
U29,B0BCFKYXWS,purchase
U29,B0C72JBB58,view
U29,B012UFSUI6,view
U29,B08WC22NDP,view
U29,B07XP2FYM7,purchase
U29,B015HUMIW0,view
U29,B096N85SWK,view
U29,B07XQMM6LK,view
U29,B0B3BBNRVL,purchase
U29,B071CPJ4J9,view
U29,B00MAWRL4E,view
U29,B0BSLH1GV1,view
U29,B01F8QNI6S,view
U29,B07RWZBQ68,view
U29,B01JTI3FH8,purchase
U29,B07QMVZG1D,purchase
U29,B0BWYK3N67,view
U30,B01A59BBWQ,purchase
U30,B0C6FJ335V,view
U30,B0BF9XKPM4,view
U30,B08C73VZ1G,purchase
U30,B00DPBOGHE,view
U30,B01CO4BALC,view
U30,B0C72G2LDY,purchase
U30,B00TF9CBUO,view
U30,B07P2SBK3Y,purchase
U30,B07W5LHHCG,purchase
U30,B012ZN401Y,purchase
U30,B076FQFDZT,purchase
U30,B00NDEALUY,purchase
U30,B07D8BP58Y,view
U30,B09D2RSVTM,purchase
U31,B07JPJ28SM,view
U31,B00OY57EIS,view
U31,B09C12DP17,view
U31,B07JM8WZ34,purchase
U31,B08T9F2S2F,view
U31,B07C1GL63D,view
U31,B07KF2RFKG,view
U31,B07GC24CLQ,purchase
U31,B0BHVH5D7J,purchase
U31,B099N5K9FC,view
U31,B0B4HGHSPV,purchase
U31,B07PZCJ92Q,view
U31,B07NPHG1VC,view
U31,B07VPX854Q,view
U31,B07SHB6NW8,view
U31,B07QL5CNRT,view
U31,B09PBB73FZ,view
U31,B0BKRGWZ6T,purchase
U31,B08HCH1WX6,purchase
U31,B075WY966K,view
U32,B084ZLTPKW,purchase
U32,B01ARJY720,view
U32,B08HWF1H8V,purchase
U32,B00L1PIOH4,purchase
U32,B092MGGBG1,view
U33,B07477LL8Q,view
U33,B07K2XHGDK,view
U33,B07FR3P8KD,view
U33,B01GPSNWZA,purchase
U33,B088FFXT86,view
U33,B008UQ1APK,purchase
U34,B0B7JGMPR6,view
U34,B0BVBFBFW1,purchase
U34,B01ETK1KDW,purchase
U34,B08WQ3SH17,purchase
U34,B07XD3T21S,view
U34,B07GX3T42J,view
U34,B00XKJP4SQ,view
U34,B097QRCHH4,purchase
U34,B07LBYKBL3,view
U35,B083LBZX1F,purchase
U35,B07KJ9STJH,view
U35,B08DMKGHYK,purchase
U35,B07YBGLY12,purchase
U35,B01B1I3WWC,view
U35,B08YNSR6MD,purchase
U35,B01E6NZ37Q,view
U36,B082Z42647,purchase
U36,B07GX3T42J,purchase
U36,B09DRKKGGV,purchase
U36,B0BVW27Y1Y,purchase
U36,B07XFQV5SG,purchase
U36,B0B3SBLR63,view
U36,B09N1HPNQV,purchase
U36,B0B5XMTWD8,view
U36,B07KYD8WWG,purchase
U36,B09PWXCZ8X,purchase
U36,B07N8P7NMF,view
U36,B0BXJBK7VW,purchase
U36,B0B6C4YWYP,view
U36,B07V9638FH,purchase
U36,B01HUOBOSK,purchase
U36,B09M6PL2KH,view
U37,B08B83FR75,view
U37,B0C37CPHCM,view
U37,B004I8WD7S,purchase
U37,B012CIE58K,view
U37,B01BUS85DE,view
U37,B019RS84U8,purchase
U37,B07VB5VGZ1,purchase
U37,B0BCQB3S8J,view
U37,B0BRMHXF18,purchase
U37,B09BCR7VDK,purchase
U37,B08QSL5WJJ,purchase
U37,B0BNGZTGB6,view
U37,B099N5K9FC,purchase
U37,B08P19PVTR,view
U37,B00EJC5VKO,view
U37,B0BQ312NM8,view
U37,B08QZ1W4GL,purchase
U38,B01AQI8VBA,view
U38,B01BTPCGMY,view
U38,B00A29WCA0,purchase
U38,B0111O8TM4,view
U38,B01KCBFTXO,purchase
U38,B01IUOW7VC,purchase
U39,B089VXVSQX,view
U39,B01JBRT2OC,purchase
U39,B008R1TIWA,view
U39,B0C6Q1V3LD,view
U39,B005CG2ATQ,purchase
U39,B075P1KPHN,view
U40,B0BKZPWDB4,purchase
U40,B0B8RN2W32,purchase
U40,B07GB2P81M,view
U40,B0741X1Z57,view
U40,B01M25CR3N,view
U40,B095JQ2ZQC,purchase
U40,B09P54KGBL,view
U40,B010XDJTWS,purchase
U40,B01E66SS5C,view
U40,B07MYY4KBX,purchase
U40,B08VHJH6Q2,purchase
U40,B016V8ZXMY,view
U40,B07X32ZLM5,view
U40,B078XVNH7P,purchase
U41,B0BVBBHF5G,view
U41,B01LYRHYWE,view
U41,B00N2UHDXM,view
U41,B078N2XZSM,view
U41,B0C2WLS3N9,view
U41,B0C1S6K2F2,purchase
U41,B09S67K8CN,view
U41,B0C26M1FRC,purchase
U41,B07PBG86D7,view
U41,B010MVJ0CU,purchase
U41,B07KFY66LC,purchase
U41,B07NY1TQRY,view
U41,B09D7NPVY6,view
U41,B096Y8MSRR,purchase
U41,B00HENF9QG,purchase
U41,B015ODF2B4,purchase
U42,B07MBQDT57,view
U42,B07JD7PRNL,view
U42,B083BJTY2T,purchase
U42,B008KKOGRA,purchase
U42,B00BIDK2MY,purchase
U42,B00BSWZ32O,purchase
U42,B01MTVC2HW,purchase
U42,B0B7RGDLW3,view
U43,B088DWG6VD,view
U43,B00LHFNTRS,view
U43,B0BHT51CNZ,view
U43,B00J64WA4A,purchase
U43,B0BYCK2GG2,view
U43,B09CGW3K3H,view
U43,B0BNN975DN,view
U43,B0BBFJ6FY3,purchase
U43,B0B3XWS513,view
U43,B075T5T8RV,purchase
U43,B07HCVLMY9,view
U43,B09FXHBNKZ,purchase
U43,B01CIU3EES,purchase
U43,B091JRZJ9T,view
U43,B07MVQCXDZ,view
U43,B073J2RWLS,view
U43,B01CARW8NM,view
U43,B0BLRVWPF2,view
U43,B082HHTRXP,purchase
U44,B08L4K51HL,view
U44,B01B6RHCJW,view
U44,B07D8FQBRV,view
U44,B071VJJTM8,purchase
U44,B005GXNIF0,purchase
U44,B00OY57EIS,purchase
U44,B09CYT3JNX,view
U44,B08CKC594S,purchase
U44,B08PCV3YV4,view
U44,B08HS4JMPQ,purchase
U45,B00QT1CEM6,view
U45,B07R5N2PLC,purchase
U45,B091KZ26VR,purchase
U45,B07MG7PLQQ,purchase
U45,B07GR2P9MR,view
U45,B008GWF25W,purchase
U45,B07GL18XS3,purchase
U45,B07JX86RPQ,purchase
U45,B07QFRWLTH,view
U45,B08NGB954Z,purchase
U45,B0C8JRHKTZ,purchase
U45,B0BXHG5G7V,view
U45,B015HUEA94,view
U45,B0BMWV1PYP,purchase
U45,B09Q8829ND,purchase
U46,B007P5DNHK,purchase
U46,B085612RVY,purchase
U46,B0065GDM5I,purchase
U46,B08K948617,view
U46,B07H95777K,view
U46,B08C73VZ1G,purchase
U46,B017LP5DSK,view
U46,B09QZK1K88,purchase
U46,B07FDWQ4SL,purchase
U46,B019W8X4M6,view
U46,B08F7CBS7G,view
U46,B01EH09FY0,view
U46,B01BG2EJYS,view
U46,B0B8PDLMMS,purchase
U46,B089G6RM6Z,view
U46,B07MQ9WL8R,purchase
U46,B0BMKBJ4FW,view
U47,B00MIG3WKY,view
U47,B074GKVT7G,purchase
U47,B00G5G2N7G,view
U47,B01MAU9IJS,purchase
U47,B07DMNGFZX,view
U47,B0C9YXFNSS,view
U47,B07C8R5R7M,purchase
U47,B0BWVZ6ZLF,purchase
U47,B09JWGVPNZ,view
U47,B08D7FH2J8,purchase
U47,B0084XODM6,purchase
U48,B07RVHZCJ6,view
U48,B0BW88JSH2,purchase
U48,B0C7CVF2QD,purchase
U48,B00C55Z6BQ,purchase
U48,B012CM5EXQ,purchase
U48,B08M5SZ84W,purchase
U48,B00EDRWEQ4,view
U48,B074YXH9WX,purchase
U48,B07Y33HJWM,purchase
U48,B07FJMF992,purchase
U48,B07NZ7YVQ6,view
U48,B0BPK373BZ,view
U48,B00YBNSXB0,view
U48,B09PK3CY3L,purchase
U48,B0BHVHY382,purchase
U48,B019PWDATG,view
U48,B06XTGCBVM,view
U49,B0B11M1K59,purchase
U49,B015MXSA3I,view
U49,B013SPEFSG,purchase
U49,B073HKCTW5,view
U49,B09JVMWBFQ,purchase
U49,B01N8SJX36,view
U49,B0129TQLPW,view
U49,B0BNXBC2JS,view
U49,B07JMX8DWV,purchase
U49,B0B6HR5X9R,view
U49,B0BK38QH1H,purchase
U49,B0072NYX06,view
U49,B08WYQ7XZD,view
U49,B07TDQZ8YT,purchase
U49,B0BMWV1PYP,purchase
U49,B0BWVZ6ZLF,purchase
U49,B09V72FX3Q,purchase
U49,B00MVNPHNO,view
U50,B00EYCF7EO,purchase
U50,B07QHXCN6D,purchase
U50,B00MAWRL4E,view
U50,B0BMLGH14H,view
U50,B096WV5LHN,purchase
U51,B0B8ZC6T4G,view
U51,B00Z7SEOHA,view
U51,B0B6Q8GZ8P,purchase
U51,B07RP45NVH,purchase
U51,B07M7JSKBT,view
U51,B00MRH3B3C,view
U51,B00ZCF1SW2,purchase
U51,B094DFLL1V,view
U51,B01C9R2U5O,purchase
U51,B09N42LJXQ,view
U51,B08W393TSC,purchase
U51,B00VC23A84,purchase
U51,B07KLVDJ8G,purchase
U51,B00K7FJA54,view
U51,B0BMPF69MJ,purchase
U51,B08F6DVSP7,purchase
U51,B00HC2FBEO,purchase
U52,B018M3QDS4,purchase
U52,B013A1O5EM,purchase
U52,B01D8G3VQ2,view
U52,B0BGM8C78V,view
U52,B00RXT7XN8,purchase
U52,B01MA233BK,purchase
U52,B078KDSWZ2,view
U52,B09HCF5CSQ,purchase
U52,B0739VDLKH,view
U53,B01DPBTTVQ,view
U53,B07DWNF1PS,purchase
U53,B010MVIVWK,view
U53,B01M3P3J2T,view
U53,B00A0ZFLXG,view
U53,B07HGD5ZQF,view
U53,B075K1GMJV,view
U53,B07CCB1LNC,view
U53,B094WYQK24,view
U53,B0C3B5NHTC,purchase
U53,B07MH6PB33,view
U53,B01N4S7AY7,view
U53,B00N1VDCGO,view
U53,B0B7MWSYD6,purchase
U53,B010SCL73S,view
U54,B011677AOE,view
U54,B01LYJH84L,view
U54,B00NTZPQK2,view
U54,B07G5NLFQ3,purchase
U54,B0185CRZWA,purchase
U54,B08BZ3CV94,view
U54,B09PHKB4RL,purchase
U54,B09JBV9BTN,view
U54,B07S5L3SB7,purchase
U54,B01K44PU7O,purchase
U54,B09QPJD9V2,view
U54,B09S7KPFDV,view
U54,B019Q68JSI,purchase
U55,B08G4T7KLM,view
U55,B01CRMQ8R2,view
U55,B0B3SSVNB8,view
U55,B00CIXETS6,purchase
U55,B07JZ3Q67V,purchase
U55,B0150MO01M,purchase
U55,B07797TGHQ,purchase
U55,B08THB2MC6,view
U55,B09JBRGTHH,purchase
U55,B0BJ2H6C6R,view
U55,B0BPS43VVP,view
U55,B07STW3CJY,view
U55,B08QZ8Y9DS,purchase
U55,B01FFFCIV8,purchase
U55,B081DWNG36,purchase
U55,B06XHFP7P3,purchase
U55,B01DKGHZN0,view
U56,B08PBWP8PV,view
U56,B019RS84U8,purchase
U56,B09JS92BY6,purchase
U56,B0B7QYKQJD,view
U56,B074GRDPC9,purchase
U56,B0942YHKV4,view
U56,B07XW2Y8DP,purchase
U56,B01G2CD0CE,view
U56,B091Y42FNP,view
U56,B00A7H6VIG,view
U56,B0C98J8S5G,purchase
U56,B07XGP2K7H,view
U56,B07ZT5LZ5X,purchase
U56,B00T8VXYAU,view
U56,B07JVBKDBQ,view
U56,B009MH6NT4,purchase
U56,B0B5SZXXDG,purchase
U56,B07QBQHB5B,view
U57,B07VXPQ8LD,purchase
U57,B01KHU2SQQ,view
U57,B08T2GTHGS,view
U57,B09W9DVD5S,purchase
U57,B09WJW34HD,purchase
U57,B07NZ7YVQ6,view
U58,B09HKKN1DJ,view
U58,B0BR96W78M,view
U58,B08K3PCQLQ,view
U58,B08HD8QXQ4,purchase
U58,B076CXNKPN,purchase
U58,B01CCS8G9Y,view
U59,B09K3RC5BQ,view
U59,B0B4D8FKF9,view
U59,B01KGJ9JR4,purchase
U59,B00EOJ16QU,purchase
U59,B07G47Q58P,view
U59,B007I782J4,purchase
U59,B015HUMIW0,purchase
U59,B019EH6EWM,view
U59,B0BGDG3JHL,view
U59,B07QXWG12G,view
U59,B0171B6XRE,purchase
U60,B01NBU8P16,view
U60,B09CMNGPLJ,view
U60,B07Z9B9DDQ,purchase
U60,B00M798YZU,view
U60,B01KO1FVNU,view
U60,B081CC7SLF,purchase
U60,B0B7RH1FRS,view
U60,B07KS5NTYB,purchase
U60,B083QFS49J,view
U60,B07534JMM2,view
U60,B00KDPME2Y,view
U60,B07GXHTS5N,view
U60,B07H57X2TH,view
U60,B0BL3NJZV7,view
U60,B01CO8TITO,purchase
U60,B0BLT61XD3,purchase
U61,B00CDGPWAW,purchase
U61,B01ECNU7LM,purchase
U61,B0C7CVF2QD,view
U61,B07MBBL1TJ,purchase
U61,B08BJ5BPT3,view
U61,B00LEO4IYK,view
U61,B016XBLSXW,purchase
U61,B015E6L508,purchase
U61,B01G4H8T64,view
U61,B01BEJODCQ,purchase
U62,B00JNJPS4W,view
U62,B07VCSGXBT,view
U62,B0742DWVHJ,purchase
U62,B08CZ5RTVT,view
U62,B07WKC2N6D,purchase
U62,B01LDX6XI0,view
U62,B00NJEYAUU,view
U62,B01F8EDLH6,purchase
U62,B09KX95722,purchase
U62,B0B6JTWWG6,purchase
U63,B00BIDK2MY,purchase
U63,B07KSP8MRT,purchase
U63,B00V9QGFJO,view
U63,B07FR3P8KD,view
U63,B09K55BXZH,view
U63,B00B3O38GK,view
U63,B0112L80WK,view
U63,B00J7S0F7E,view
U63,B0BRRMVMBK,purchase
U63,B00RGB0IDU,purchase
U63,B08FJBS5KV,purchase
U63,B00Z7SVVOO,view
U63,B0995HVDS6,view
U63,B00EDRWEQ4,purchase
U63,B078KRRSYL,view
U63,B07L3N1FWV,purchase
U63,B0756RR5XY,view
U63,B01LWAPTX8,view
U63,B0BB234BS1,view
U63,B003HC8NUW,purchase
U64,B00JPIAK7Q,purchase
U64,B00DU1OUYI,purchase
U64,B0BQ2ZP2JJ,view
U64,B0816HN38W,purchase
U64,B08HQ9Q1RY,view
U64,B079HK4KXF,purchase
U64,B0BSF1C3HP,purchase
U64,B09FXDL2TS,view
U64,B09NBGVPZK,view
U64,B07W3KZP65,purchase
U64,B0170NYDA2,purchase
U64,B00XXLLTIU,purchase
U64,B0BXJBK7VW,view
U64,B0BVQZKMD7,purchase
U64,B09Y1WTD98,view
U64,B0B2WQQDN2,purchase
U64,B0046BKUH2,purchase
U64,B0B391461L,purchase
U64,B077MWWD2V,view
U65,B01CJN39JE,purchase
U65,B0BKGF3PDD,purchase
U65,B07TVKH5HN,purchase
U65,B00PFO4SS6,purchase
U65,B01GGSBL20,purchase
U65,B07RKW7Y9R,purchase
U65,B014EHD2B8,view
U65,B00LBGJZD0,purchase
U65,B08QF92CTF,view
U65,B01489XOW4,view
U65,B07YVDYWYW,purchase
U65,B0155D26MQ,view
U65,B08T5S3VYV,view
U65,B01K44PY52,purchase
U65,B0BZ4LLZF1,purchase
U65,B096FS9XT9,view
U65,B074WK1S2R,purchase
U66,B0B32Z6ZHR,purchase
U66,B07GNSD66L,view
U66,B00470KN6U,purchase
U66,B07FC9SQJ8,purchase
U66,B07G3PQ6PK,purchase
U66,B01A587YMS,purchase
U66,B0097BVLB0,purchase
U66,B011KHKWZO,purchase
U66,B01D9IHPIO,view
U66,B0BVBHR364,purchase
U66,B0797Q1TT7,view
U66,B0BHT7WBB1,purchase
U66,B0BF42H2LW,view
U66,B01ECNU7OO,purchase
U66,B07RKW7Y9R,view
U66,B00CLUZ8OU,view
U66,B019WYKHHA,purchase
U66,B085W94S1X,purchase
U67,B07QG1RVM3,purchase
U67,B073XPD82Y,purchase
U67,B088FFXT86,purchase
U67,B00OY9SG72,view
U67,B07YMCQQMY,view
U67,B00RV7TN80,purchase
U67,B091YBFV3Q,purchase
U68,B0918721TN,view
U68,B0848ZX2YR,purchase
U68,B08SWDGX6P,view
U68,B01LWIKY50,view
U68,B00R35XRS2,purchase
U68,B07NDLRQL4,purchase
U68,B08KSTB8Q6,view
U68,B06XK9BRJW,purchase
U68,B0BMWTL2S6,view
U68,B075DCZQNL,view
U68,B010MVQBBI,view
U68,B00Z7SJI94,view
